[00:00.000 --> 00:29.980]  Thank you.
[01:00:17.380 --> 01:00:18.300]  So you can see that
[01:00:18.300 --> 01:00:19.720]  it almost reaches
[01:00:19.720 --> 01:00:21.240]  that peak voltage
[01:00:21.240 --> 01:00:22.340]  and then
[01:00:22.340 --> 01:00:24.100]  starts to drop off.
[01:00:24.220 --> 01:00:24.720]  And again,
[01:00:25.280 --> 01:00:26.340]  this is because
[01:00:26.340 --> 01:00:27.300]  of the
[01:00:27.300 --> 01:00:28.220]  inability
[01:00:28.220 --> 01:00:29.260]  to reach the peak
[01:00:29.260 --> 01:00:29.640]  voltage.
[01:00:29.840 --> 01:00:30.340]  It's basically
[01:00:30.340 --> 01:00:30.800]  it was
[01:00:30.800 --> 01:00:31.360]  D2,
[01:00:32.020 --> 01:00:32.340]  you know,
[01:00:33.000 --> 01:00:34.440]  working into
[01:00:34.440 --> 01:00:35.400]  that capacitor
[01:00:35.400 --> 01:00:37.340]  will demand
[01:00:37.340 --> 01:00:38.900]  that it
[01:00:38.900 --> 01:00:39.660]  charges
[01:00:39.660 --> 01:00:40.660]  C2
[01:00:40.660 --> 01:00:41.520]  with a current
[01:00:41.520 --> 01:00:43.320]  and that
[01:00:43.320 --> 01:00:43.680]  means that
[01:00:43.680 --> 01:00:44.260]  the diode
[01:00:44.260 --> 01:00:45.500]  is working
[01:00:45.500 --> 01:00:46.540]  hard
[01:00:46.540 --> 01:00:47.560]  to charge
[01:00:47.560 --> 01:00:48.260]  up that
[01:00:48.260 --> 01:00:49.640]  one microfarad
[01:00:49.640 --> 01:00:50.600]  capacitor.
[01:00:51.580 --> 01:00:51.720]  Okay.
[01:00:52.080 --> 01:00:52.800]  So there's that
[01:00:52.800 --> 01:00:53.880]  output waveform.
[01:00:54.720 --> 01:00:55.640]  If you're having
[01:00:55.640 --> 01:00:56.780]  difficulty looking
[01:00:56.780 --> 01:00:57.340]  at it,
[01:00:57.540 --> 01:00:58.940]  let's try to,
[01:00:58.940 --> 01:00:59.960]  you know,
[01:01:00.300 --> 01:01:01.220]  scale this
[01:01:01.220 --> 01:01:02.240]  so that we don't
[01:01:02.240 --> 01:01:02.880]  look at the
[01:01:02.880 --> 01:01:03.820]  negative portion
[01:01:03.820 --> 01:01:04.380]  anymore.
[01:01:04.620 --> 01:01:05.180]  We'll just
[01:01:05.180 --> 01:01:06.840]  put this to zero.
[01:01:06.840 --> 01:01:07.320]  Okay.
[01:01:08.580 --> 01:01:09.540]  And hopefully
[01:01:09.540 --> 01:01:10.120]  you can see
[01:01:10.120 --> 01:01:10.740]  that a little
[01:01:10.740 --> 01:01:11.380]  bit better.
[01:01:13.640 --> 01:01:13.920]  Okay.
[01:01:14.360 --> 01:01:15.380]  Maybe we can
[01:01:15.380 --> 01:01:16.140]  just do a
[01:01:16.140 --> 01:01:17.300]  transient simulation
[01:01:17.300 --> 01:01:17.960]  for,
[01:01:18.800 --> 01:01:20.300]  let's change
[01:01:20.300 --> 01:01:21.080]  this to
[01:01:21.080 --> 01:01:24.300]  six milliseconds.
[01:01:25.680 --> 01:01:26.380]  Of course,
[01:01:26.460 --> 01:01:27.420]  it will redo it.
[01:01:27.780 --> 01:01:28.020]  Okay.
[01:01:28.040 --> 01:01:28.620]  So there you go
[01:01:28.620 --> 01:01:29.000]  with that.
[01:01:29.460 --> 01:01:30.280]  So hopefully
[01:01:30.280 --> 01:01:30.860]  you can see
[01:01:30.860 --> 01:01:31.360]  this.
[01:01:33.520 --> 01:01:34.400]  And let's
[01:01:34.400 --> 01:01:35.020]  remove the
[01:01:35.020 --> 01:01:36.060]  negative portion.
[01:01:36.060 --> 01:01:36.880]  balik ko rito,
[01:01:37.360 --> 01:01:37.840]  zero.
[01:01:39.540 --> 01:01:39.940]  And say,
[01:01:40.020 --> 01:01:40.380]  okay.
[01:01:40.720 --> 01:01:41.060]  All right.
[01:01:41.160 --> 01:01:41.740]  And so you can
[01:01:41.740 --> 01:01:42.440]  see now,
[01:01:42.620 --> 01:01:43.020]  hopefully,
[01:01:43.960 --> 01:01:44.200]  okay,
[01:01:44.540 --> 01:01:45.140]  there's that
[01:01:45.140 --> 01:01:45.980]  input which
[01:01:45.980 --> 01:01:46.620]  goes all the
[01:01:46.620 --> 01:01:46.960]  way to
[01:01:46.960 --> 01:01:47.680]  plus 10,
[01:01:48.020 --> 01:01:49.020]  negative 10.
[01:01:49.680 --> 01:01:50.500]  The shifting
[01:01:50.500 --> 01:01:51.440]  that happens
[01:01:51.440 --> 01:01:52.600]  makes this
[01:01:52.600 --> 01:01:54.480]  C1,
[01:01:54.560 --> 01:01:55.480]  D1 voltage
[01:01:55.480 --> 01:01:56.260]  go all the
[01:01:56.260 --> 01:01:57.100]  way up to
[01:01:57.100 --> 01:01:58.500]  almost
[01:01:58.500 --> 01:01:59.680]  20 volts.
[01:02:00.420 --> 01:02:01.600]  And the
[01:02:01.600 --> 01:02:03.220]  rectified output
[01:02:03.220 --> 01:02:04.140]  which is in
[01:02:04.140 --> 01:02:04.640]  the yellow
[01:02:04.640 --> 01:02:05.240]  trace
[01:02:05.240 --> 01:02:06.040]  drops
[01:02:06.060 --> 01:02:06.600]  it even
[01:02:06.600 --> 01:02:07.000]  a little
[01:02:07.000 --> 01:02:07.580]  bit more.
[01:02:08.340 --> 01:02:08.500]  Okay.
[01:02:08.640 --> 01:02:09.320]  So if we
[01:02:09.320 --> 01:02:09.800]  put our
[01:02:09.800 --> 01:02:10.940]  cursor here,
[01:02:11.940 --> 01:02:14.800]  okay,
[01:02:15.160 --> 01:02:15.720]  put the
[01:02:15.720 --> 01:02:16.440]  cursor here,
[01:02:16.880 --> 01:02:17.280]  we can
[01:02:17.280 --> 01:02:18.140]  see that
[01:02:18.140 --> 01:02:19.280]  the peak
[01:02:19.280 --> 01:02:20.080]  voltage
[01:02:20.080 --> 01:02:20.840]  basically
[01:02:20.840 --> 01:02:21.980]  is at
[01:02:21.980 --> 01:02:22.540]  about
[01:02:22.540 --> 01:02:25.120]  18 volts.
[01:02:25.580 --> 01:02:25.920]  Okay.
[01:02:25.920 --> 01:02:26.520]  Because this
[01:02:26.520 --> 01:02:26.840]  is at
[01:02:26.840 --> 01:02:27.600]  three milliseconds
[01:02:27.600 --> 01:02:28.480]  which is the
[01:02:28.480 --> 01:02:29.020]  peak here.
[01:02:29.020 --> 01:02:30.600]  and it's
[01:02:30.600 --> 01:02:31.060]  about
[01:02:31.060 --> 01:02:35.400]  18.7
[01:02:35.400 --> 01:02:36.140]  at most
[01:02:36.140 --> 01:02:37.620]  out of
[01:02:37.620 --> 01:02:38.480]  the theoretical
[01:02:38.480 --> 01:02:40.300]  20 volts.
[01:02:40.840 --> 01:02:42.240]  18.7.
[01:02:42.360 --> 01:02:43.180]  So how much
[01:02:43.180 --> 01:02:43.640]  is that?
[01:02:43.640 --> 01:02:45.400]  18.7
[01:02:45.400 --> 01:02:46.840]  minus
[01:02:46.840 --> 01:02:49.300]  18.7
[01:02:49.300 --> 01:02:50.200]  is,
[01:02:50.340 --> 01:02:50.840]  well,
[01:02:50.980 --> 01:02:51.640]  pretty close
[01:02:51.640 --> 01:02:51.980]  to
[01:02:51.980 --> 01:02:53.880]  the expected
[01:02:53.880 --> 01:02:55.740]  sort of
[01:02:55.740 --> 01:02:56.080]  forward
[01:02:56.080 --> 01:02:56.680]  conduction
[01:02:56.680 --> 01:02:57.580]  of
[01:02:57.580 --> 01:02:59.000]  0.7
[01:02:59.000 --> 01:02:59.880]  plus 0.7
[01:02:59.880 --> 01:03:00.300]  which is
[01:03:00.300 --> 01:03:01.040]  1.4.
[01:03:01.720 --> 01:03:02.100]  So
[01:03:02.100 --> 01:03:02.860]  tama naman.
[01:03:03.220 --> 01:03:03.500]  All right?
[01:03:03.960 --> 01:03:04.560]  So there you go
[01:03:04.560 --> 01:03:04.980]  with that.
[01:03:05.680 --> 01:03:06.460]  So it is
[01:03:06.460 --> 01:03:07.520]  not quite
[01:03:07.520 --> 01:03:07.980]  double,
[01:03:08.360 --> 01:03:09.120]  but hey,
[01:03:09.220 --> 01:03:10.000]  it's not
[01:03:10.000 --> 01:03:10.740]  bad at all.
[01:03:11.280 --> 01:03:11.560]  Okay?
[01:03:11.680 --> 01:03:12.720]  And because
[01:03:12.720 --> 01:03:13.200]  of the
[01:03:13.200 --> 01:03:14.100]  discharging
[01:03:14.100 --> 01:03:14.860]  characteristic,
[01:03:14.860 --> 01:03:16.240]  the voltage
[01:03:16.240 --> 01:03:16.960]  ripples
[01:03:16.960 --> 01:03:17.760]  downward
[01:03:17.760 --> 01:03:18.340]  to as
[01:03:18.340 --> 01:03:19.000]  low as
[01:03:19.000 --> 01:03:20.720]  17.3
[01:03:20.720 --> 01:03:21.040]  volts.
[01:03:21.140 --> 01:03:21.580]  So that's
[01:03:21.580 --> 01:03:22.820]  the discharging
[01:03:22.820 --> 01:03:24.060]  all right?
[01:03:24.620 --> 01:03:24.840]  As
[01:03:24.840 --> 01:03:26.340]  C2
[01:03:26.340 --> 01:03:27.180]  supplies
[01:03:27.180 --> 01:03:27.740]  current
[01:03:27.740 --> 01:03:29.400]  by itself
[01:03:29.400 --> 01:03:30.480]  to
[01:03:30.480 --> 01:03:31.020]  the
[01:03:31.020 --> 01:03:32.340]  47k
[01:03:32.340 --> 01:03:32.840]  resistor.
[01:03:33.140 --> 01:03:33.240]  Okay?
[01:03:33.500 --> 01:03:34.200]  So we
[01:03:34.200 --> 01:03:34.880]  can show
[01:03:34.880 --> 01:03:35.640]  that a
[01:03:35.640 --> 01:03:35.980]  little bit
[01:03:35.980 --> 01:03:36.300]  further.
[01:03:36.540 --> 01:03:36.840]  If I
[01:03:36.840 --> 01:03:37.440]  decrease
[01:03:37.440 --> 01:03:39.180]  the value
[01:03:39.180 --> 01:03:39.460]  of the
[01:03:39.460 --> 01:03:40.220]  47k
[01:03:40.220 --> 01:03:40.620]  resistor
[01:03:40.620 --> 01:03:41.060]  to
[01:03:41.060 --> 01:03:42.800]  half
[01:03:42.800 --> 01:03:43.360]  of that,
[01:03:43.480 --> 01:03:43.940]  then we
[01:03:43.940 --> 01:03:44.300]  expect
[01:03:44.300 --> 01:03:44.720]  that the
[01:03:44.720 --> 01:03:45.080]  voltage
[01:03:45.080 --> 01:03:45.320]  will
[01:03:45.320 --> 01:03:45.660]  drop
[01:03:45.660 --> 01:03:46.380]  to
[01:03:46.380 --> 01:03:47.360]  twice
[01:03:47.360 --> 01:03:47.660]  the
[01:03:47.660 --> 01:03:48.100]  amount
[01:03:48.100 --> 01:03:48.460]  that
[01:03:48.460 --> 01:03:48.700]  it's
[01:03:48.700 --> 01:03:49.020]  dropping
[01:03:49.020 --> 01:03:49.440]  now.
[01:03:49.900 --> 01:03:50.480]  So it's
[01:03:50.480 --> 01:03:50.780]  going to
[01:03:50.780 --> 01:03:50.980]  be a
[01:03:50.980 --> 01:03:51.260]  little bit
[01:03:51.260 --> 01:03:51.420]  more
[01:03:51.420 --> 01:03:51.740]  than that
[01:03:51.740 --> 01:03:51.940]  because
[01:03:51.940 --> 01:03:52.480]  22k
[01:03:52.480 --> 01:03:53.240]  is not
[01:03:53.240 --> 01:03:53.600]  quite
[01:03:53.600 --> 01:03:53.940]  half
[01:03:53.940 --> 01:03:54.680]  47k.
[01:03:55.280 --> 01:03:56.000]  And we
[01:03:56.000 --> 01:03:56.480]  rerun
[01:03:56.480 --> 01:03:56.700]  that
[01:03:56.700 --> 01:03:57.320]  simulation
[01:03:57.320 --> 01:03:59.960]  and hopefully
[01:03:59.960 --> 01:04:01.100]  argh!
[01:04:01.560 --> 01:04:02.660]  You can
[01:04:02.660 --> 01:04:03.440]  see that
[01:04:03.440 --> 01:04:05.120]  the voltage
[01:04:05.120 --> 01:04:05.740]  drop is
[01:04:05.740 --> 01:04:06.400]  much bigger
[01:04:06.400 --> 01:04:06.920]  now at
[01:04:06.920 --> 01:04:08.480]  16.81k,
[01:04:08.680 --> 01:04:09.220]  dropping
[01:04:09.220 --> 01:04:09.800]  down even
[01:04:09.800 --> 01:04:10.220]  further
[01:04:10.220 --> 01:04:11.460]  because it's
[01:04:11.460 --> 01:04:12.200]  discharging
[01:04:12.200 --> 01:04:12.940]  even more.
[01:04:13.780 --> 01:04:13.900]  Okay?
[01:04:13.900 --> 01:04:15.820]  Very
[01:04:15.820 --> 01:04:16.280]  visible
[01:04:16.280 --> 01:04:16.620]  that
[01:04:16.620 --> 01:04:19.280]  4.7k.
[01:04:19.740 --> 01:04:19.920]  Oh,
[01:04:19.980 --> 01:04:20.160]  that's
[01:04:20.160 --> 01:04:20.320]  going to
[01:04:20.320 --> 01:04:20.600]  be a
[01:04:20.600 --> 01:04:20.880]  huge
[01:04:20.880 --> 01:04:21.260]  drop.
[01:04:23.220 --> 01:04:23.760]  Look at
[01:04:23.760 --> 01:04:24.020]  that.
[01:04:24.380 --> 01:04:25.320]  All right?
[01:04:25.500 --> 01:04:26.140]  We can
[01:04:26.140 --> 01:04:26.780]  see that
[01:04:26.780 --> 01:04:27.260]  that is
[01:04:27.260 --> 01:04:27.800]  a very,
[01:04:27.940 --> 01:04:28.180]  very
[01:04:28.180 --> 01:04:29.140]  significant
[01:04:29.140 --> 01:04:29.780]  amount
[01:04:29.780 --> 01:04:30.640]  of ripple
[01:04:30.640 --> 01:04:31.460]  right now
[01:04:31.460 --> 01:04:33.000]  because of
[01:04:33.000 --> 01:04:33.840]  the high
[01:04:33.840 --> 01:04:34.280]  amount
[01:04:34.280 --> 01:04:34.800]  of
[01:04:34.800 --> 01:04:35.760]  discharge
[01:04:35.760 --> 01:04:37.140]  relative
[01:04:37.140 --> 01:04:37.860]  relative to
[01:04:37.860 --> 01:04:38.660]  the size
[01:04:38.660 --> 01:04:39.240]  of the
[01:04:39.240 --> 01:04:39.840]  capacitor.
[01:04:40.560 --> 01:04:40.840]  All right?
[01:04:40.880 --> 01:04:41.160]  So if
[01:04:41.160 --> 01:04:41.360]  it's
[01:04:41.360 --> 01:04:41.720]  dropping
[01:04:41.720 --> 01:04:42.180]  by that
[01:04:42.180 --> 01:04:42.500]  much,
[01:04:42.540 --> 01:04:42.660]  you're
[01:04:42.660 --> 01:04:42.920]  going to
[01:04:42.920 --> 01:04:43.800]  get a
[01:04:43.800 --> 01:04:44.380]  humongous
[01:04:44.380 --> 01:04:44.660]  amount
[01:04:44.660 --> 01:04:45.160]  of ripple.
[01:04:45.520 --> 01:04:45.860]  You can
[01:04:45.860 --> 01:04:46.380]  try to
[01:04:46.380 --> 01:04:47.060]  compensate
[01:04:47.060 --> 01:04:47.780]  for that
[01:04:47.780 --> 01:04:49.280]  by increasing
[01:04:49.280 --> 01:04:49.900]  the
[01:04:49.900 --> 01:04:50.520]  capacitance
[01:04:50.520 --> 01:04:50.980]  here.
[01:04:50.980 --> 01:04:51.820]  What happens
[01:04:51.820 --> 01:04:52.380]  if I put
[01:04:52.380 --> 01:04:52.760]  a 10
[01:04:52.760 --> 01:04:53.480]  microfarad
[01:04:53.480 --> 01:04:54.060]  capacitor?
[01:04:54.060 --> 01:04:55.140]  So 10
[01:04:55.140 --> 01:04:55.860]  and 10.
[01:04:56.240 --> 01:04:56.480]  All right?
[01:04:56.940 --> 01:04:57.220]  So ano
[01:04:57.220 --> 01:04:57.740]  mangyayari
[01:04:57.740 --> 01:04:58.020]  dyan?
[01:04:58.200 --> 01:04:58.480]  Well,
[01:04:58.740 --> 01:04:59.580]  it is not
[01:04:59.580 --> 01:05:00.140]  going to
[01:05:00.140 --> 01:05:01.160]  produce a
[01:05:01.160 --> 01:05:02.320]  ripple
[01:05:02.320 --> 01:05:03.020]  will be
[01:05:03.020 --> 01:05:04.000]  reduced.
[01:05:04.440 --> 01:05:04.700]  All right?
[01:05:04.780 --> 01:05:05.260]  But now
[01:05:05.260 --> 01:05:05.580]  you can
[01:05:05.580 --> 01:05:06.060]  see that
[01:05:06.060 --> 01:05:07.020]  we have
[01:05:07.020 --> 01:05:07.480]  lost
[01:05:07.480 --> 01:05:08.280]  the ability
[01:05:08.280 --> 01:05:09.100]  to charge
[01:05:09.100 --> 01:05:09.540]  up
[01:05:09.540 --> 01:05:10.640]  C2.
[01:05:11.300 --> 01:05:11.600]  All right?
[01:05:11.660 --> 01:05:12.080]  Because they're
[01:05:12.080 --> 01:05:12.560]  of equal
[01:05:12.560 --> 01:05:13.140]  value,
[01:05:13.560 --> 01:05:14.120]  hindi na
[01:05:14.120 --> 01:05:14.820]  ma-charge
[01:05:14.820 --> 01:05:15.700]  ng mabuti
[01:05:15.700 --> 01:05:16.560]  ng C1
[01:05:16.560 --> 01:05:16.840]  kasi
[01:05:16.840 --> 01:05:17.820]  nauubos
[01:05:17.820 --> 01:05:18.160]  siya.
[01:05:18.940 --> 01:05:19.180]  Okay?
[01:05:19.640 --> 01:05:20.680]  So again,
[01:05:21.060 --> 01:05:21.840]  the basic
[01:05:21.840 --> 01:05:22.460]  rule of thumb
[01:05:22.460 --> 01:05:23.200]  here is
[01:05:23.200 --> 01:05:23.720]  if you
[01:05:23.720 --> 01:05:24.080]  can,
[01:05:24.560 --> 01:05:25.720]  make C1,
[01:05:26.080 --> 01:05:26.660]  the shifting
[01:05:26.660 --> 01:05:27.260]  capacitor,
[01:05:27.860 --> 01:05:28.920]  about 10
[01:05:28.920 --> 01:05:30.020]  times that
[01:05:30.020 --> 01:05:30.960]  of the
[01:05:30.960 --> 01:05:32.520]  rectifier
[01:05:32.520 --> 01:05:33.120]  capacitor
[01:05:33.120 --> 01:05:34.420]  so that
[01:05:34.420 --> 01:05:35.360]  it will
[01:05:35.360 --> 01:05:36.080]  produce a
[01:05:36.080 --> 01:05:36.580]  better
[01:05:36.580 --> 01:05:37.380]  characteristic.
[01:05:37.640 --> 01:05:37.980]  And so as
[01:05:37.980 --> 01:05:38.360]  you can see
[01:05:38.360 --> 01:05:38.860]  over here,
[01:05:39.140 --> 01:05:39.980]  we've almost
[01:05:39.980 --> 01:05:40.660]  gotten the
[01:05:40.660 --> 01:05:41.680]  original signal
[01:05:41.680 --> 01:05:42.100]  back.
[01:05:42.980 --> 01:05:43.280]  Okay?
[01:05:44.000 --> 01:05:44.600]  And
[01:05:44.600 --> 01:05:46.600]  with some
[01:05:46.600 --> 01:05:49.040]  further
[01:05:49.040 --> 01:05:49.800]  degradation
[01:05:49.800 --> 01:05:50.840]  in the
[01:05:50.840 --> 01:05:51.460]  output
[01:05:51.460 --> 01:05:52.180]  signal,
[01:05:52.180 --> 01:05:53.000]  you can
[01:05:53.000 --> 01:05:53.400]  see it's
[01:05:53.400 --> 01:05:53.840]  becoming
[01:05:53.840 --> 01:05:58.300]  quite
[01:05:58.300 --> 01:05:59.680]  weak.
[01:06:00.060 --> 01:06:01.220]  17.2.
[01:06:01.360 --> 01:06:01.840]  Hindi natin
[01:06:01.840 --> 01:06:02.480]  nakuha yung
[01:06:02.480 --> 01:06:04.100]  17.6
[01:06:04.100 --> 01:06:04.760]  or 8
[01:06:04.760 --> 01:06:05.280]  kanina.
[01:06:05.960 --> 01:06:06.200]  All right?
[01:06:06.660 --> 01:06:07.160]  And that
[01:06:07.160 --> 01:06:07.920]  essentially
[01:06:07.920 --> 01:06:08.780]  is because
[01:06:08.780 --> 01:06:09.500]  our
[01:06:09.500 --> 01:06:10.340]  diodes,
[01:06:10.620 --> 01:06:11.180]  the 1N4,
[01:06:11.260 --> 01:06:11.880]  1,4,8
[01:06:11.880 --> 01:06:12.280]  in this
[01:06:12.280 --> 01:06:12.600]  case,
[01:06:12.960 --> 01:06:13.580]  are handling
[01:06:13.580 --> 01:06:14.180]  a much
[01:06:14.180 --> 01:06:14.760]  higher
[01:06:14.760 --> 01:06:15.320]  current.
[01:06:15.760 --> 01:06:16.000]  There's
[01:06:16.000 --> 01:06:16.620]  much more
[01:06:16.620 --> 01:06:17.280]  energy
[01:06:17.280 --> 01:06:17.800]  that you're
[01:06:17.800 --> 01:06:18.200]  trying to
[01:06:18.200 --> 01:06:18.740]  put into
[01:06:18.740 --> 01:06:19.500]  100
[01:06:19.500 --> 01:06:20.400]  microfarad
[01:06:20.400 --> 01:06:20.980]  capacitor
[01:06:20.980 --> 01:06:22.200]  compared to
[01:06:22.200 --> 01:06:22.580]  a 10
[01:06:22.580 --> 01:06:23.280]  microfarad
[01:06:23.280 --> 01:06:23.680]  before.
[01:06:24.140 --> 01:06:24.260]  So,
[01:06:24.360 --> 01:06:25.060]  mas hirap
[01:06:25.060 --> 01:06:25.660]  yung diode
[01:06:25.660 --> 01:06:26.160]  ngayon.
[01:06:26.660 --> 01:06:27.120]  Kaya hindi
[01:06:27.120 --> 01:06:27.420]  na siya
[01:06:27.420 --> 01:06:28.160]  makabigay
[01:06:28.160 --> 01:06:28.720]  ng ganun
[01:06:28.720 --> 01:06:29.240]  kataas
[01:06:29.240 --> 01:06:29.820]  na voltage.
[01:06:30.280 --> 01:06:30.600]  All right?
[01:06:31.120 --> 01:06:31.380]  Okay.
[01:06:31.820 --> 01:06:32.120]  So,
[01:06:32.280 --> 01:06:32.720]  I hope
[01:06:32.720 --> 01:06:33.700]  that you
[01:06:33.700 --> 01:06:34.240]  understood
[01:06:34.240 --> 01:06:34.880]  this
[01:06:34.880 --> 01:06:37.540]  and have
[01:06:37.540 --> 01:06:38.080]  seen
[01:06:38.080 --> 01:06:41.060]  what a
[01:06:41.060 --> 01:06:41.600]  voltage
[01:06:41.600 --> 01:06:42.260]  doubler
[01:06:42.260 --> 01:06:43.200]  should
[01:06:43.200 --> 01:06:44.160]  more
[01:06:44.160 --> 01:06:44.560]  or less
[01:06:44.560 --> 01:06:44.880]  do
[01:06:44.880 --> 01:06:45.580]  in real
[01:06:45.580 --> 01:06:45.820]  life.
[01:06:46.220 --> 01:06:46.500]  Are there
[01:06:46.500 --> 01:06:47.140]  questions?
[01:06:48.100 --> 01:06:48.640]  Ito lang ba?
[01:06:54.260 --> 01:06:54.780]  Questions?
[01:06:55.120 --> 01:06:55.400]  Questions?
[01:06:56.680 --> 01:06:56.880]  Okay?
[01:06:58.680 --> 01:06:59.460]  Mukhang tikatabad
[01:06:59.460 --> 01:06:59.840]  yung mga
[01:06:59.840 --> 01:07:00.460]  sudyante
[01:07:00.460 --> 01:07:00.780]  ngayon.
[01:07:01.460 --> 01:07:01.760]  All right.
[01:07:03.180 --> 01:07:04.020]  No questions?
[01:07:05.520 --> 01:07:05.880]  All right?
[01:07:05.920 --> 01:07:06.340]  If there are no
[01:07:06.340 --> 01:07:06.680]  questions,
[01:07:06.760 --> 01:07:07.240]  can I see a
[01:07:07.240 --> 01:07:07.640]  thumbs up,
[01:07:07.720 --> 01:07:07.940]  please?
[01:07:11.540 --> 01:07:12.180]  All right?
[01:07:12.820 --> 01:07:13.160]  So,
[01:07:13.300 --> 01:07:13.780]  let's go
[01:07:13.780 --> 01:07:14.240]  forward.
[01:07:15.060 --> 01:07:15.740]  We're not
[01:07:15.740 --> 01:07:16.520]  yet done.
[01:07:16.900 --> 01:07:17.180]  All right?
[01:07:18.100 --> 01:07:18.860]  Let me just
[01:07:18.860 --> 01:07:19.320]  move this
[01:07:19.320 --> 01:07:19.840]  out of the
[01:07:19.840 --> 01:07:19.980]  way.
[01:07:21.300 --> 01:07:21.740]  Okay.
[01:07:22.020 --> 01:07:22.560]  Let's move
[01:07:22.560 --> 01:07:23.000]  this out of
[01:07:23.000 --> 01:07:23.320]  the way
[01:07:23.320 --> 01:07:23.960]  and let's
[01:07:23.960 --> 01:07:24.440]  continue
[01:07:24.440 --> 01:07:26.560]  with where
[01:07:26.560 --> 01:07:26.900]  we were.
[01:07:27.020 --> 01:07:27.160]  Okay.
[01:07:27.500 --> 01:07:27.760]  So,
[01:07:28.320 --> 01:07:29.760]  the rest
[01:07:29.760 --> 01:07:30.060]  of this
[01:07:30.060 --> 01:07:30.720]  stuff is
[01:07:30.720 --> 01:07:31.600]  more or
[01:07:31.600 --> 01:07:32.400]  less easier
[01:07:32.400 --> 01:07:33.340]  stuff already.
[01:07:33.700 --> 01:07:34.060]  It's just
[01:07:34.060 --> 01:07:35.000]  an FYI
[01:07:35.000 --> 01:07:35.680]  kind of thing.
[01:07:36.200 --> 01:07:36.440]  So,
[01:07:36.520 --> 01:07:36.860]  let's go
[01:07:36.860 --> 01:07:37.320]  forward.
[01:07:38.400 --> 01:07:38.820]  Let me
[01:07:38.820 --> 01:07:39.220]  just put
[01:07:39.220 --> 01:07:39.660]  the slides
[01:07:39.660 --> 01:07:40.020]  back.
[01:07:41.360 --> 01:07:41.680]  And
[01:07:41.680 --> 01:07:42.900]  capture it.
[01:07:42.900 --> 01:07:43.500]  Show,
[01:07:43.940 --> 01:07:44.140]  show,
[01:07:44.240 --> 01:07:44.400]  show,
[01:07:44.480 --> 01:07:44.640]  show,
[01:07:44.640 --> 01:07:44.960]  show,
[01:07:44.960 --> 01:07:47.060]  share.
[01:07:48.100 --> 01:07:48.700]  Okay.
[01:07:49.060 --> 01:07:49.380]  So,
[01:07:49.840 --> 01:07:50.260]  let's go
[01:07:50.260 --> 01:07:50.780]  from,
[01:07:50.900 --> 01:07:51.780]  you know,
[01:07:51.900 --> 01:07:52.900]  the voltage
[01:07:52.900 --> 01:07:53.360]  dober,
[01:07:53.500 --> 01:07:53.880]  tripler,
[01:07:54.240 --> 01:07:54.620]  et cetera.
[01:07:55.340 --> 01:07:55.960]  Let's go
[01:07:55.960 --> 01:07:57.340]  to the
[01:07:57.340 --> 01:07:57.620]  next.
[01:07:58.160 --> 01:07:58.560]  What?
[01:07:59.720 --> 01:07:59.960]  Yeah.
[01:07:59.960 --> 01:08:00.340]  Okay.
[01:08:00.340 --> 01:08:00.620]  So,
[01:08:01.100 --> 01:08:01.540]  briefly,
[01:08:01.740 --> 01:08:02.180]  we'll talk
[01:08:02.180 --> 01:08:02.580]  about,
[01:08:02.740 --> 01:08:03.100]  you know,
[01:08:03.380 --> 01:08:04.040]  the different
[01:08:04.040 --> 01:08:04.840]  kinds of
[01:08:04.840 --> 01:08:05.380]  diodes.
[01:08:05.620 --> 01:08:06.000]  And then
[01:08:06.000 --> 01:08:06.800]  that's it.
[01:08:06.880 --> 01:08:07.420]  We'll close
[01:08:07.420 --> 01:08:08.160]  off our
[01:08:08.160 --> 01:08:08.720]  discussion
[01:08:08.720 --> 01:08:09.840]  with diodes
[01:08:09.840 --> 01:08:12.340]  for this
[01:08:12.340 --> 01:08:12.940]  particular
[01:08:12.940 --> 01:08:14.600]  subject,
[01:08:14.800 --> 01:08:15.140]  for that
[01:08:15.140 --> 01:08:15.480]  matter.
[01:08:15.660 --> 01:08:16.060]  Of course,
[01:08:16.540 --> 01:08:16.780]  okay,
[01:08:17.140 --> 01:08:17.760]  please keep
[01:08:17.760 --> 01:08:18.200]  in mind
[01:08:18.200 --> 01:08:19.180]  that everything
[01:08:19.180 --> 01:08:20.200]  that we've
[01:08:20.200 --> 01:08:20.960]  taken up
[01:08:20.960 --> 01:08:21.900]  about each
[01:08:21.900 --> 01:08:22.300]  and every
[01:08:22.300 --> 01:08:22.760]  one of
[01:08:22.760 --> 01:08:23.480]  these components
[01:08:23.480 --> 01:08:24.000]  that we've
[01:08:24.000 --> 01:08:24.680]  been introducing
[01:08:24.680 --> 01:08:25.140]  to you,
[01:08:25.140 --> 01:08:25.740]  you're
[01:08:25.740 --> 01:08:26.680]  expected to
[01:08:26.680 --> 01:08:27.600]  retain this
[01:08:27.600 --> 01:08:28.200]  information
[01:08:28.200 --> 01:08:28.920]  and you
[01:08:28.920 --> 01:08:29.640]  can start
[01:08:29.640 --> 01:08:30.660]  using it.
[01:08:31.160 --> 01:08:31.340]  All right?
[01:08:31.440 --> 01:08:32.200]  You will start
[01:08:32.200 --> 01:08:33.240]  using this
