[00:00.000 --> 00:29.980]  Thank you.
[01:01:54.280 --> 01:02:01.000]  So Shakti immediately set out to define the effects that they had observed to explain the physics of transistors.
[01:02:02.000 --> 01:02:11.400]  A few months later, Shakti devised the junction transistor, which is a true solid state device, which did not need those whiskers.
[01:02:11.400 --> 01:02:13.400]  Because obviously, if you had those whiskers.
[01:02:13.400 --> 01:02:20.320]  Because obviously, if you had those whiskers and you had to move them into place very, very carefully, it would be a very, very fragile transistor.
[01:02:21.400 --> 01:02:21.500]  Okay?
[01:02:21.740 --> 01:02:26.960]  More fragile than a vacuum tube, which was, you know, not usable.
[01:02:26.960 --> 01:02:36.800]  So Shakti was able to translate, you know, what was developed into a true, all right?
[01:02:37.880 --> 01:02:43.760]  Junction transistor, which had solid contacts, all right?
[01:02:43.760 --> 01:02:53.900]  The interesting thing here is, Bell Labs did not capitalize on this invention that much.
[01:02:53.900 --> 01:03:13.460]  They licensed the transistor to many different manufacturers and even waived the patent rights for the use of transistors in hearing aids in the spirit of its founder, Alexander Graham Bell.
[01:03:13.760 --> 01:03:18.520]  So, yes, they did receive, all right?
[01:03:19.880 --> 01:03:21.280]  Something out of it.
[01:03:22.000 --> 01:03:23.760]  So they licensed it.
[01:03:23.840 --> 01:03:29.180]  And for every manufacturer who makes transistors, they had to pay Bell Labs.
[01:03:29.300 --> 01:03:32.360]  And obviously, that was a very, very large income for them.
[01:03:33.200 --> 01:03:33.580]  All right?
[01:03:34.580 --> 01:03:39.100]  So this is Shakti's sandwich transistor.
[01:03:40.320 --> 01:03:40.760]  All right?
[01:03:40.760 --> 01:03:56.500]  And because of its potential for humongous success, Shakti actually established the Shakti Semiconductor Labs in Palo Alto, very famous place, all right?
[01:03:57.380 --> 01:03:59.400]  California in 1954.
[01:04:00.220 --> 01:04:01.840]  And why is that famous?
[01:04:01.840 --> 01:04:08.340]  Well, because Palo Alto is, in fact, what is called Silicon Valley.
[01:04:08.340 --> 01:04:10.960]  This is where Silicon Valley is.
[01:04:11.700 --> 01:04:20.040]  And it was started pretty much by the fact that the first semiconductors, all right?
[01:04:20.120 --> 01:04:26.160]  The first few semiconductors that were coming out were from, you know, places like this.
[01:04:26.640 --> 01:04:29.260]  Kaya nga siya tinawag na Silicon Valley.
[01:04:29.840 --> 01:04:35.660]  Kasi semiconductors ang business, all right?
[01:04:35.660 --> 01:04:37.780]  Ng mga company doon.
[01:04:38.340 --> 01:04:39.100]  All right?
[01:04:39.620 --> 01:04:52.220]  So Fairchild Semiconductor was founded in Mountain View, also in California, by eight Shakti employees, including Gordon Moore and Robert Noyce.
[01:04:52.340 --> 01:04:55.760]  Now, these two guys are very, very famous as well.
[01:04:56.840 --> 01:05:00.040]  You might even be familiar with their names.
[01:05:00.040 --> 01:05:01.380]  I kind of doubt it, though.
[01:05:01.380 --> 01:05:12.800]  Because Moore, for example, became extra famous as one of the founders and presidents of Intel Corporation.
[01:05:12.800 --> 01:05:20.880]  So eventually, magbubolt out siya from Fairchild to establish Intel, all right?
[01:05:21.440 --> 01:05:22.780]  But that's it.
[01:05:22.860 --> 01:05:29.540]  So you'll notice that these names, they're all, you know, coming from here, all right?
[01:05:29.540 --> 01:05:40.300]  Branching out and forming new companies, left and right, all based on semiconductor technology, okay?
[01:05:40.300 --> 01:05:46.340]  Fairchild became a very, very big company, all right?
[01:05:46.760 --> 01:05:49.340]  Producing various kinds of semiconductors.
[01:05:50.060 --> 01:05:57.900]  Diodes, transistors, MOSFETs, bipolar junction transistors, MOSFETs, integrated circuits.
[01:05:58.400 --> 01:05:58.700]  Dami.
[01:05:58.700 --> 01:06:01.860]  Maraming contribution itong company na ito, okay?
[01:06:02.540 --> 01:06:08.300]  And as stated here, it comes from eight Shakti employees coming from this laboratory.
[01:06:08.500 --> 01:06:11.160]  Now, you might wonder, bakit nagbubolt out ito?
[01:06:11.740 --> 01:06:16.060]  Why are they bolting from the company, all right?
[01:06:16.060 --> 01:06:30.060]  Well, one of the things that's not mentioned here, all right, is the fact that Shockley, all right, despite the fact that he was, or maybe because he was very, very brilliant,
[01:06:31.440 --> 01:06:41.880]  had a personality and, you know, that was not particularly easy to work with, all right?
[01:06:43.880 --> 01:06:44.380]  Okay.
[01:06:46.060 --> 01:06:48.020]  On the other hand, that's not surprising.
[01:06:48.020 --> 01:06:54.700]  Steve Jobs and a lot of brilliant people are basically what you'd, including Thomas Edison, for example,
[01:06:55.460 --> 01:07:07.860]  are, they need to have that possibly because they have that personality that leads to a certain, you know, big push that the company, you know, breaks grounds
[01:07:07.860 --> 01:07:13.840]  because the one or two or three of the people are very brilliant and really pushing very, very hard,
[01:07:13.840 --> 01:07:19.280]  making them toot people, censored, all right?
[01:07:20.000 --> 01:07:21.260]  But that's how it is.
[01:07:21.360 --> 01:07:25.800]  Now, on the other hand, the other interesting thing here is that
[01:07:25.800 --> 01:07:31.720]  these other companies become highly successful,
[01:07:31.720 --> 01:07:41.660]  very few people, in fact, remember or, you know, you don't see very much about Shockley Semiconductor.
[01:07:42.620 --> 01:07:48.400]  It never actually became particularly big, all right?
[01:07:48.400 --> 01:07:57.800]  And again, the big question of why, well, I, you'd have to read the history of Silicon Valley and, you know,
[01:07:57.860 --> 01:08:03.640]  do a particular research into Shockley Semiconductor, but there's no doubt that it was because of,
[01:08:04.040 --> 01:08:10.500]  partly because of his, you know, way he was thinking and his personality at the same time, okay?
[01:08:10.500 --> 01:08:21.200]  So you had these brilliant people leaving the company and establishing successful semiconductor companies out of that, okay?
[01:08:21.700 --> 01:08:22.520]  All right.
[01:08:22.640 --> 01:08:32.260]  Now, Ben Labs made several improvements to the manufacturing of the silicon and germanium within your piece needed to create those working semiconductors.
[01:08:32.260 --> 01:08:45.100]  Meanwhile, you have another very famous company called Texas Instruments coming out where somebody called Jack Kilby,
[01:08:45.540 --> 01:08:49.380]  all right, figured out, all right?
[01:08:49.480 --> 01:08:51.780]  Transistors were well-established already here.
[01:08:51.780 --> 01:09:08.040]  And Jack Kilby's contribution was to, you know, develop the idea of putting transistors together in a circuit,
[01:09:08.540 --> 01:09:14.300]  in a single semiconductor die, all right?
[01:09:14.300 --> 01:09:20.900]  So discrete transistors are formed out of silicon cut up from wafers.
[01:09:21.780 --> 01:09:24.880]  But there, that's it.
[01:09:25.000 --> 01:09:27.860]  It's a single transistor with three legs.
[01:09:28.960 --> 01:09:37.480]  Kilby figured out that we can take several of these all on the same die or all on the same wafer
[01:09:37.480 --> 01:09:47.000]  and interconnect them already right there to form a circuit, all right?
[01:09:47.000 --> 01:09:51.560]  So this is where the idea of an integrated circuit comes from.
[01:09:51.780 --> 01:09:52.460]  All right?
[01:09:52.460 --> 01:10:01.680]  Or this thought of Jack Kilby is to make a circuit, a functional circuit all on the same chip.
[01:10:02.880 --> 01:10:03.220]  Okay?
[01:10:03.620 --> 01:10:14.400]  So to do that, you'd have to have your transistors interconnected along with other components needed to make the circuit all on the same silicon.
[01:10:14.400 --> 01:10:25.120]  okay and well they were able to do that okay and now because of that you now have
[01:10:25.120 --> 01:10:33.680]  the microprocessor among other things as an offshoot of these concepts being put together
[01:10:33.680 --> 01:10:43.720]  of course today's microprocessor have billions of transistors on them but the first microprocessor
[01:10:43.720 --> 01:10:58.380]  invented by you know somebody called Ted all right had much less than that all right
[01:10:58.380 --> 01:11:11.420]  Intel created the 4004 which is the first microprocessor okay using technologies that
[01:11:11.420 --> 01:11:19.980]  were developed all right including the integrated circuit definitely by Texas Instruments and in fact
[01:11:19.980 --> 01:11:28.680]  Fairchild also invented all right another kind of integrated circuit so you know it's a question
[01:11:28.680 --> 01:11:35.140]  of attributing which company was actually should be attributed for it but the Texas Instruments
[01:11:35.140 --> 01:11:43.520]  invention is more in line I believe with what an integrated circuit stands for nowadays okay
[01:11:43.520 --> 01:11:52.580]  so Kilby was able to reduce the transistors to the size of a match hem and they were being sold at a
[01:11:52.580 --> 01:12:03.140]  ridiculously high price of $450 imagine how much you know in the 1950s 1960s
[01:12:03.140 --> 01:12:11.700]  $450 is $450 is a hell of a lot of money you could practically buy a car a second-hand car for this
[01:12:11.700 --> 01:12:21.620]  amount of money and an integrated circuit could cost that much all right meanwhile at Fairchild Robert
[01:12:21.620 --> 01:12:34.020]  noise adapted the system called planar okay and which where all transistors and resistors are formed on a single
[01:12:34.580 --> 01:12:44.020]  silicon chip with metal wiring embedded in the silicon so this impact is a kind of integrated circuit all right
[01:12:44.020 --> 01:12:52.580]  noise filed for a patent five months after TI and of course TI brought on the lawsuit they claimed that
[01:12:52.580 --> 01:13:02.900]  this was patent infringement TI lost but companies needed licenses from both all right both TI and Fairchild
[01:13:02.900 --> 01:13:11.460]  because concept here as well as concepts from TI integrated circuit invention from Jack Kilby
[01:13:11.460 --> 01:13:15.460]  now form you know the basic ideas of
[01:13:17.460 --> 01:13:25.300]  what a modern integrated circuit contains okay all right so here we go
[01:13:25.300 --> 01:13:29.300]  uh okay we can skip this for now all right
[01:13:33.860 --> 01:13:40.020]  so now that integrated circuits were established it became a question of what can we do what kind of
[01:13:40.020 --> 01:13:46.740]  circuits can we make and how can we keep on improving it and these improvements in the beginning were
[01:13:46.740 --> 01:13:54.660]  driven by trying to make things smaller and smaller to allow for more and more complex circuits so
[01:13:56.660 --> 01:14:02.980]  Gordon Moore who was at that time still working for failed Fairchild semiconductors all right
[01:14:04.100 --> 01:14:10.820]  had history on his side all right had history on his side
[01:14:10.820 --> 01:14:23.940]  and was able to look at and see that hey our technology improves in such a way that we are able to see that you know this year
[01:14:25.060 --> 01:14:29.380]  all right I was able to put in two or three transistors or four transistors on a chip
[01:14:29.380 --> 01:14:42.820]  two years later this has become eight transistors all right and roughly you know 20 months or so
[01:14:44.180 --> 01:14:51.140]  somebody has already been able to make it 16 transistors all in the same space all in the same space
[01:14:51.140 --> 01:15:02.740]  all right so because he was able to see that trend he published an article in a magazine an electronics magazine saying hey look
[01:15:04.020 --> 01:15:10.900]  you know here's the historic data and if you put it on you know a graph you can see that
[01:15:11.620 --> 01:15:18.820]  the transistor numbers are doubling more or less every two years around 18 months all right
[01:15:18.820 --> 01:15:29.460]  and because of this I Gordon Moore in this article I think that you know well it looks more or less like a straight line so if I take a ruler
[01:15:30.260 --> 01:15:39.620]  all right if I take a ruler and connect these dots because I have this data look I'm showing you from Fairchild I have this data
[01:15:40.260 --> 01:15:47.380]  all right and I connect the dots look at this by 10 years from now all right
[01:15:47.380 --> 01:15:54.420]  if this line continues 10 years from now look we're going to have these many transistors
[01:15:56.420 --> 01:16:01.300]  in an integrated circuit and you know the number was something like 10,000 something like that
[01:16:02.500 --> 01:16:08.660]  and that's what the article stated that's all all right and it probably said something like hey look
[01:16:08.660 --> 01:16:12.740]  that's amazing right what do you think we can make out of 10,000 transistors
[01:16:12.740 --> 01:16:27.220]  that's all that it was and that article became the basis for Moore's law he never actually said that it was a law
[01:16:28.660 --> 01:16:31.620]  what it was was an observation
[01:16:31.620 --> 01:16:41.780]  here we are right now and because we are in this year if you go backwards you know here's the data
[01:16:41.780 --> 01:16:50.180]  from Fairchild and other semiconductors this is what it looks like you can see that after every 18 months
[01:16:50.180 --> 01:16:58.660]  we have about twice the number of transistors hey guess what if this continues 10 years from now we're going to have
[01:16:58.660 --> 01:17:07.540]  this many transistors that's what the article was period okay and that's what became Moore's law
[01:17:08.340 --> 01:17:17.060]  and well as they said Moore's law basically came about because it became that observation became the reference
[01:17:17.700 --> 01:17:22.340]  for other semiconductor companies for all semiconductor companies to basically say
[01:17:22.340 --> 01:17:28.020]  you know am i hitting the target and you know am i hitting the target if i can make and hit the target of
[01:17:28.020 --> 01:17:40.020]  doubling my capability to produce transistors all right on a single wafer by twice that every 18 to 24 months
[01:17:40.020 --> 01:17:46.020]  it basically means that i am at pace with the other semiconductor company
[01:17:46.020 --> 01:17:50.260]  i am not going to be able to do that because it is not going to be able to do that because it is
[01:17:50.260 --> 01:17:56.260]  basically because people are competing and checking each other all right so that's it
[01:17:57.540 --> 01:18:09.620]  and that trend continued all the way up to the early 2000 right which is why right now we are at this point
[01:18:09.620 --> 01:18:23.860]  where a single large ish die can contain you know a billion or more transistors it's because companies have been
[01:18:25.140 --> 01:18:35.060]  pushing themselves to follow this trend okay and when you get left behind all right if you get left behind
[01:18:35.060 --> 01:18:41.300]  tsmc versus intel versus whatever all right if you get left behind all right if you get left behind
[01:18:41.300 --> 01:18:47.140]  all right all right if you get left behind then the business the companies who need to fabricate chips at
[01:18:47.140 --> 01:18:54.820]  the cutting edge of the technology will go away you go away you don't have any business anymore you don't have
[01:18:54.820 --> 01:18:59.700]  a company that is going to make money okay so there you go with that
[01:18:59.700 --> 01:19:29.700]  uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh
[01:19:29.700 --> 01:19:31.120]  And then Andy Grove.
[01:19:31.660 --> 01:19:31.980]  All right?
[01:19:32.320 --> 01:19:34.840]  These guys came from Fairchild.
[01:19:35.360 --> 01:19:37.000]  Where did Fairchild come from?
[01:19:37.240 --> 01:19:38.120]  From Shockley.
[01:19:38.860 --> 01:19:39.260]  All right?
[01:19:39.460 --> 01:19:40.200]  So there you go.
[01:19:40.280 --> 01:19:41.800]  That's the quick history of it.
[01:19:43.380 --> 01:19:43.940]  Okay?
[01:19:44.320 --> 01:19:44.620]  All right.
[01:19:44.680 --> 01:19:46.580]  So this is very, very long.
[01:19:47.320 --> 01:19:53.140]  But I think that's about enough to establish, all right,
[01:19:53.140 --> 01:20:04.780]  the fact that semiconductors, all right, by the 1960s, 50s, 60s,
[01:20:04.780 --> 01:20:07.840]  were really establishing themselves.
[01:20:08.740 --> 01:20:14.960]  And by the early 70s, we had gotten to the point that the semiconductors
[01:20:14.960 --> 01:20:20.620]  could be made into an integrated circuit, all right,
[01:20:20.620 --> 01:20:25.420]  with enough transistors to actually make a microprocessor.
[01:20:26.960 --> 01:20:27.200]  All right?
[01:20:28.000 --> 01:20:35.140]  So the 4004 came out in 1971.
[01:20:36.700 --> 01:20:37.500]  All right?
[01:20:37.680 --> 01:20:38.500]  1971.
[01:20:40.140 --> 01:20:47.180]  The 8088 microprocessor, which makes the PC, all right,
[01:20:47.180 --> 01:20:50.180]  came out in 1980.
[01:20:50.620 --> 01:20:58.560]  Ancient history for you guys, perhaps, but not really that long ago.
[01:21:00.100 --> 01:21:00.260]  Okay?
[01:21:00.980 --> 01:21:07.360]  And the computers that you use now, all right,
[01:21:07.360 --> 01:21:14.500]  are all based on this x86 architecture, all right,
[01:21:14.500 --> 01:21:19.380]  which was established as early as 1980.
[01:21:19.380 --> 01:21:20.680]  All right?
[01:21:21.320 --> 01:21:29.080]  So we remain functionally able to execute instructions
[01:21:29.080 --> 01:21:37.500]  that were established, you know, even as far back as the late 70s.
[01:21:37.500 --> 01:21:44.880]  We are still evolving and adding to the instruction set of these CPUs.
[01:21:45.380 --> 01:21:51.820]  And of course, there's now a push going towards ARM-type designs and so on and so forth.
[01:21:51.820 --> 01:21:56.200]  But x86 is still alive.
[01:21:56.200 --> 01:22:07.000]  Processors are still being made and developed competitively to make high-performance CPUs
[01:22:07.000 --> 01:22:11.980]  that are executing the x86 extended instruction set.
[01:22:11.980 --> 01:22:12.980]  Right?
[01:22:12.980 --> 01:22:13.980]  Right?
[01:22:13.980 --> 01:22:13.980] 
[01:22:13.980 --> 01:22:13.980] 
[01:22:13.980 --> 01:22:14.980]  Right?
[01:22:14.980 --> 01:22:19.300]  And so these architectures are still viable and still with us all the way up to now,
[01:22:19.300 --> 01:22:21.580]  which is kind of amazing.
[01:22:21.580 --> 01:22:27.360]  You know, you think about it, it's 1980 to 2026.
[01:22:28.280 --> 01:22:28.680]  All right?
[01:22:29.280 --> 01:22:31.500]  So 60-plus years.
[01:22:32.460 --> 01:22:37.000]  And we're still running on the same instruction set.
[01:22:37.860 --> 01:22:41.560]  Much faster than before, admittedly.
[01:22:42.100 --> 01:22:46.640]  But unfortunately, software has kept up with it.
[01:22:46.640 --> 01:22:54.660]  Sloppy programming has kept up with it, such that the high performance of today's processors
[01:22:54.660 --> 01:23:03.080]  are always spent on very, very terrible compilers and programming.
[01:23:04.200 --> 01:23:07.380]  And of course, you also have the other side of it where, you know,
[01:23:07.420 --> 01:23:11.960]  you have to protect your data and assets and all that with extra code
[01:23:11.960 --> 01:23:14.980]  because hackers can get everything.
[01:23:15.640 --> 01:23:15.920]  All right.
[01:23:15.920 --> 01:23:18.020]  So I'm going to stop here.
[01:23:18.720 --> 01:23:21.660]  We are probably well ahead of the other class at this point.
[01:23:22.780 --> 01:23:26.400]  So that's your quick introduction to, you know, the history of transistors
[01:23:26.400 --> 01:23:30.000]  and where they are now, more or less.
[01:23:30.620 --> 01:23:34.500]  And next meeting, when I see you face-to-face,
[01:23:35.280 --> 01:23:41.060]  we will start in earnest with, you know, transistor and its characteristics.
[01:23:41.500 --> 01:23:42.760]  So ito history pa lang.
[01:23:43.280 --> 01:23:43.620]  All right?
[01:23:43.620 --> 01:23:49.960]  So next meeting, we'll talk about the, you know, transistor and what it does
[01:23:49.960 --> 01:23:52.460]  and how you get it to do what it does.
[01:23:53.000 --> 01:23:53.220]  Okay?
[01:23:53.660 --> 01:23:53.960]  All right.
[01:23:54.040 --> 01:23:55.200]  So are there any questions?
[01:23:55.360 --> 01:23:56.580]  I suppose there are none.
[01:23:56.580 --> 01:24:00.120]  waiting for your questions?
[01:24:00.120 --> 01:24:01.120]  No questions?
[01:24:01.120 --> 01:24:02.920]  No questions?
[01:24:02.920 --> 01:24:06.800]  No questions?
[01:24:06.800 --> 01:24:09.640]  Do we get the thumbs up before we dismiss you?
[01:24:10.060 --> 01:24:10.380]  All right?
[01:24:12.760 --> 01:24:13.320]  Okay?
[01:24:13.320 --> 01:24:14.560]  All right.
[01:24:15.300 --> 01:24:15.760]  See you again.
[01:24:16.080 --> 01:24:17.740]  So thanks for joining us today.
[01:24:18.460 --> 01:24:19.960]  I'll see you on Thursday.
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
[01:24:20.420 --> 01:24:20.420] 
